ProductID,ProductName,Category,Subcategory,Brand,CostPrice,SellingPrice,Rating
P00048,Vistara Smart Watches W55,Electronics,Smart Watches,Vistara,16216.86,23646.03,3.7
P00049,Zenova Cooling X24,Appliances,Cooling,Zenova,3981.64,5455.01,5.0
P00050,Nexa Staples Y383,Grocery,Staples,Nexa,569.60,1102.21,4.4
P00051,UrbanPeak Laptops Z257,Electronics,Laptops,UrbanPeak,10779.47,19660.73,N/A
P00052,BlueArc Storage A66,Home & Kitchen,Storage ,BlueArc,2462.91,3169.38,4.5
P00053,Nexa Fragrance B314,Beauty,Fragrance,Nexa,549.99,1129.60,4.7
P00054,Zenix Cooling C509,Appliances,Cooling,Zenix,2073.51,3314.31,4.0
P00055,UrbanPeak Personal Care D857,Beauty,Personal Care,UrbanPeak,715.75,"1,036.63",3.5
P00056,Orbito Smart Watches E155,Electronics,Smart Watches,Orbito,"₹9,489.16",17266.95,4.2
P00057,Vistara Skin Care F499,Beauty,Skin Care,Vistara,945.10,1691.02,3.5
P00058,Echo Cleaning G578 ,Appliances,Cleaning,ECHO,3372.61,6661.30,3.9
P00059,Orbito Home Decor H29,Home & Kitchen,Home Decor,Orbito,1490.29,2863.74,4.3
P00060,Aster Fitness Equipment I918,Sports & Fitness,Fitness Equipment,Aster,free,2426.63,3.8
P00061,Rivon Skin Care J863,FASHION,Skin Care,Rivon,1170.74,2374.52,3.9
P00062,Cresta Women Clothing K645,Fashion,women clothing,Cresta,1929.63,3920.12,4.1
P00063,Vertex Smartphones L21,Electronics,Smartphones,Vertex,5595.84,7512.27,4.4
P00064,Zenova Non-Fiction M374,Home and Kitchen,Non-Fiction,Zenova,240.36,434.93,4.0
P00065,Nova Laptops N502,Electronics,Laptops,Nova,5494.16,10391.56,3.7
P00066,MintLeaf Fragrance O853,Beauty,Fragrance,MintLeaf,786.44,1361.98,3.1
P00067,Zenix Furniture P171,Home & Kitchen,Furniture,Zenix,2407.15,3902.68,3.7
P00068,Zenova Cleaning Q498,Appliances,Cleaning,Zenova,3745.48,7363.67,3.3
P00069,UrbanPeak Smartphones R966,Electronics,Smartphones,UrbanPeak,4866.47,6666.17,4.5
P00070,Echo Small Appliances S440,Appliances,Small Appliances,Echo,6459.34,11330.59,3.6
P00071,Zenova Headphones T955,Electronics,Headphones,Zenova,13717.37,28635.91,3.2
P00072,Orbito Accessories U287,Electronics,Accessories,Orbito,14138.02,20073.19,4.5
P00073,PrimeNest Women Clothing V771,Fashion,Women Clothing,PrimeNest,1073.86,1390.79,4.7
P00074,Luma Men Clothing W96,Fashion,Men Clothing,Luma,881.59,1503.50,3.3
P00075,Zenova Breakfast X331,Grocery,Breakfast,Zenova,198.96,410.54,3.5
P00076,PrimeNest Breakfast Y843,Grocery,Breakfast,PrimeNest,214.89,414.01,4.7
P00077,MintLeaf Cooling Z846,Home and Kitchen,Cooling,MintLeaf,-250.00,12093.21,4.0
P00078,UrbanPeak Sportswear A326,Sports & Fitness,Sportswear,UrbanPeak,1785.20,3640.95,4.3
P00079,Vertex Smartphones B608,Electronics,Smartphones,Vertex,7228.04,11055.71,
P00080,Aster Bedding C71,Home & Kitchen,Bedding,Aster,2015.93,2421.99,3.9
P00081,Zenova Laptops D553,Electronics,Laptops,Zenova,9411.34,12474.85,4.9
P00082,Zenix Bags E793,Fashion,Bags,Zenix,1043.10,1558.80,4.3
P00083,UrbanPeak Men Clothing F753,Fashion,Men Clothing,UrbanPeak,743.58,894.74,3.2
P00084,PrimeNest Makeup G993,Beauty,Makeup,PrimeNest,0,1058.25,3.7
P00085,Orbito Smart Watches H523,Electronics,Smart Watches,Orbito,7098.94,10401.13,3.5
P00086,Vistara Children I832,Books,Children,Vistara,458.45,902.31,3.8
P00087,Zenova Skin Care J269,Beauty,Skin Care,Zenova,737.72,980.35,4.2
P00088,Mira Fragrance K328,Beauty,Fragrance,Mira,516.14,847.06,4.6
P00089,Rivon Staples L39,Grocery,Staples,Rivon,376.79,624.63,4.1
P00090,Zenix Headphones M724,Electronics,Headphones,Zenix,8972.79,14100.42,4.2
P00091,Zenova Home Decor N665,Home & Kitchen,Home Decor,Zenova,3231.71,6480.87,3.6
P00092,Vistara Nutrition Accessories O942,Sports & Fitness,Nutrition Accessories,Vistara,1970.48,3624.65,3.6
P00093,PrimeNest Sportswear P388,Electrnics,Sportswear,PrimeNest,1478.71,2921.06,3.4
P00094,Orbito Personal Care Q553,Beauty,Personal Care,Orbito,965.18,1710.71,4.2
P00095,Aster Smart Watches R231,Electronics,Smart Watches,Aster,9257.89,13225.26,4.3
P00096,Vistara Children S667,Electrnics,Children,Vistara,672.06,975.56,3.5
P00097,PrimeNest Hair Care T113,Beauty,Hair Care,PrimeNest,557.49,745.84,3.5
P00098,Echo Makeup U555,Beauty,Makeup,Echo,828.17,1150.36,4.0
P00099,BlueArc Beverages V364,Grocery,Beverages,BlueArc,666.24,1077.65,3.7
P00100,Echo Hair Care W418,Beauty,Hair Care,Echo,662.73,1336.31,3.4
P00101,Vertex Business X224,Books,Business,Vertex,549.39,922.72,3.4
P00102,Nova Children Y480,Books,Children,Nova,372.85,646.82,4.4
P00103,Altura Fragrance Z457,sports,Fragrance,Altura,389.42,667.06,2.9
P00104,Vertex Footwear A278,Fashion,Footwear,Vertex,1537.44,1985.47,
P00105,Kairo Laptops B698,Electronics,Laptops,Kairo,9157.55,12092.68,3.7
P00106,Altura Small Appliances C593,Appliances,Small Appliances,Altura,5804.94,7883.93,4.2
P00107,UrbanPeak Women Clothing D297,Fashion,Women Clothing,UrbanPeak,1506.54,2861.82,3.2
P00108,Aster Footwear E419,Fashion,Footwear,Aster,1059.36,1427.82,3.6
P00109,Zenova Bedding F583,Home & Kitchen,Bedding,Zenova,2257.28,3052.57,4.3
P00110,Zenova Smartphones G250,Electronics,Smartphones,Zenova,7198.46,12741.15,4.4
P00111,Rivon Academic H891,Books,Academic,Rivon,594.37,1080.65,3.8
P00112,Nova Fragrance I876,Beauty,Fragrance,Nova,896.55,1472.35,3.5
P00113,Rivon Laptops J175,FASHION,Laptops,Rivon,15625.47,20773.97,2.8
P00114,Nova Sportswear K309,Sports & Fitness,Sportswear,Nova,2794.79,4098.89,4.1
P00115,Kairo Small Appliances L342,Appliances,Small Appliances,Kairo,4708.57,5597.48,4.3
P00116,Vertex Fitness Equipment M67,Sports & Fitness,Fitness Equipment,Vertex,1292.25,2534.56,4.5
P00117,Zenova Laptops N624,Electronics,Laptops,Zenova,14592.06,28485.99,4.5
P00118,BlueArc Women Clothing O97,Fashion,Women Clothing,BlueArc,1510.26,1534.46,4.7
P00119,PrimeNest Children P175,Books,Children,PrimeNest,391.65,515.51,3.9
P00120,Mira Staples Q782,sports,Staples,Mira,-250.00,1081.02,4.4
P00121,Orbito Non-Fiction R441,Books,Non-Fiction,Orbito,374.15,516.26,3.7
P00122,Vertex Women Clothing S30,Fashion,Women Clothing,Vertex,-250.00,1712.55,4.2
P00123,Solace Cooling T650,Appliances,Cooling,Solace,3167.58,6015.66,3.7
P00124,Nova Bags U550,Fashion,,Nova,1514.77,2553.45,4.2
P00125,Nova Furniture V926,Home & Kitchen,Furniture,Nova,1375.39,1927.74,4.4
P00126,Mira Small Appliances W415,Appliances,Small Appliances,Mira,2640.66,3177.99,4.1
P00127,,Fashion,Women Clothing,Aster,861.97,1267.90,3.9
P00128,PrimeNest Women Clothing Y610,Fashion,Women Clothing,PrimeNest,1659.38,2995.60,3.7
P00129,Zenova Academic Z242,Books,Academic,Zenova,free,285.04,3.7
P00130,Luma Cookware A911,Home & Kitchen,,Luma,1887.33,2314.39,4.1
P00131,Nexa Headphones B147,Electronics,Headphones,nexa,4523.28,7343.40,3.5
P00132,Altura Beverages C243,Grocery,Beverages,Altura,183.10,382.16,5.0
P00133,Orbito Bedding D411,Home & Kitchen,Bedding,Orbito,2660.27,5029.76,4.5
P00134,Kairo Watches E397,Fashion,Watches,Kairo,1635.47,2215.19,3.7
P00135,Vistara Personal Care F562,Beauty,Personal Care,Vistara,1126.50,2178.11,4.2
P00136,Echo Makeup G924,Beauty,Makeup,Echo,831.82,1004.60,3.6
P00137,Vistara Footwear H13,Fashion,Footwear,UnknownBrand,1632.11,3187.65,3.1
P00138,Solace Smartphones I412,Electronics,Smartphones,Solace,9365.24,0,3.8
P00139,Solace Hair Care J46,Beauty,hair care,Solace,1500.61,3082.56,3.7
P00140,Vistara Bags K710,Fashion,Bags,Vistara,644.03,1293.21,4.7
P00141,Cresta Bags L824,Fashion,Bags,Cresta,1647.36,2287.21,3.8
P00142,UrbanPeak Cooling M26,Appliances,Cooling,UrbanPeak,3341.89,5801.67,4.5
P00143,rivon footwear n799,Fashion,Footwear,Rivon,1199.66,1781.75,3.2
P00144,Nova Makeup O585,Beauty,Makeup,Nova,774.22,1479.83,4.1
P00145,Echo Fitness Equipment P746,Sports & Fitness,FITNESS EQUIPMENT,Echo,1445.83,2160.03,3.2
P00146,Nexa Academic Q239,Books,Academic,Nexa,325.49,554.69,3.9
P00147,Cresta Men Clothing R984,Fashion,Men Clothing,Cresta,-250.00,1825.63,4.5 
P00148,Nova Home Decor S402,Home & Kitchen,Home Decor,Nova,2244.42,4257.77,3.8
P00149,Altura Men Clothing T37,Fashion,Men Clothing,Altura,758.94,1523.14,4.4
P00150,Orbito Smart Watches U952,Electronics,Smart Watches,Orbito,12998.85,26897.70,4.3
P00151,Luma Yoga V28,Sports & Fitness,Yoga,Luma,1393.47,2542.46,4.8
P00152,Nova Laptops W125,Electronics,Laptops,Nova,10492.93,12719.84,3.8
P00153,BLUEARC STORAGE X129,Home & Kitchen,Storage,BlueArc,1855.59,3644.74,4.3
P00154,Luma Footwear Y596,Fashion,Footwear,Luma,1003.13,1338.37,4.3
P00155,MintLeaf Smart Watches Z202,,Smart Watches,MintLeaf,8396.08,16819.11,3.6
P00156,Rivon Smartphones A496,Electronics,Smartphones,Rivon,-250.00,12408.28,4.1
P00157,Luma Fitness Equipment B582,Sports & Fitness,Fitness Equipment,Luma,"₹3,003.57",5052.87,3.7
P00158,UrbanPeak Sportswear C965,Sports & Fitness,Sportswear,UrbanPeak,1811.70,2198.51,4.0
P00159,UrbanPeak Cookware D248,Home & Kitchen,Cookware,UrbanPeak,2279.27,3867.68,4.4
P00160,Orbito Packaged Food E477,Grocery,Packaged Food,Orbito,545.21,"1,021.21",4.2
P00161,Echo Laptops F77,Electronics,Laptops,Echo,,13338.15,3.5
P00162,Solace Men Clothing G19,Fashion,Men Clothing,Solace,1460.05,2160.22,3.7
P00163,Zenova-Laptops-H124,Electronics,Laptops,Zenova,8660.35,17073.64,4.7
P00164,Vistara Accessories I121,Electronics,Accessories,Vistara,15791.94,22646.41,4.0
P00165,Altura Kitchen Appliances J384,Appliances,Kitchen Appliances,Altura,3468.32,7200.03,4.1
P00166,Zenova Fitness Equipment K567,Sports & Fitness,Fitness Equipment,Zenova,2398.28,4204.49,4.6
P00167,Orbito Men Clothing L569,Fashion,Men Clothing,Orbito,2103.94,2674.22,4.9
P00168,,Fashion,Watches,Aster,704.10,1367.87,4.1
P00169,PrimeNest Bedding N273,Home & Kitchen,Bedding,PrimeNest,2674.07,5318.39,4.2
P00170,Aster Smart Watches O231,Electronics,Smart Watches,Aster,9362.65,15692.86,3.4
P00171,,Books,Children,Vertex,364.58,535.23,4.1
P00172,Rivon Bedding Q580,Home & Kitchen,Bedding,Rivon,586.02,1216.73,3.9
P00173,Vertex Packaged Food R89,Grocery,Packaged Food,Vertex,262.51,410.20,4.4
P00174,Solace Furniture S668,Home & Kitchen,Furniture,Solace ,1076.01,1565.01,4.4
P00175,Vistara Smartphones T376,Electronics,Smartphones,Vistara,4464.02,5553.78,4.5
P00176,Nova Kitchen Appliances U310,Appliances,Kitchen Appliances,Nova,"5,310.82",6319.64,4.2
P00177,Kairo Home Decor V139,Home & Kitchen,Home Decor,Kairo,2372.91,2857.82,3.0
P00178,Vistara Small Appliances W535,Appliances,Small Appliances,Vistara,3200.24,5759.93,3.9
P00179,Aster Packaged Food X770,Grocery,Packaged Food,Aster,615.02,1209.56,3.8
P00180,Rivon Bedding Y348,Home & Kitchen,Bedding,Rivon,1665.88,2505.72,3.5
P00181,MintLeaf Breakfast Z744,Grocery,Breakfast,MintLeaf,457.53,-499.00,3.2
P00182,BlueArc Watches A385,FASHION,Watches,BlueArc,1602.44,1991.00,5.0
P00183,Echo Skin Care B842,Beauty,Skin Care,Echo,1333.71,2371.45,3.8
P00184,UrbanPeak Cooling C330,Appliances,Cooling,UrbanPeak,4077.07,6707.89,4.3
P00185,Rivon Fiction D540,Books,Fiction,Rivon,1157.47,2099.84,3.7
P00186,Zenix Watches E148,Fashion,Watches,UnknownBrand,702.16,1445.75,2.7
P00187,Mira Cookware F649,Home & Kitchen,Cookware,Mira,2123.82,2575.57,4.1
P00188,Mira Personal Care G653,Beauty,Personal Care,Mira,649.65,1153.48,4.0
P00189,Nexa Men Clothing H519,Fashion,Men Clothing,Nexa,985.68,1180.46,4.8
P00190,Solace Nutrition Accessories I199,Sports & Fitness,Nutrition Accessories,Solace,2720.48,3690.21,0
P00191,Nexa Accessories J102,Electronics,Accessories,Nexa,5945.00,11385.89,4.0
P00192,Echo Smartphones K174,Electronics,Smartphones,Echo,9577.63,15225.51,3.7
P00193,Echo Bags L220,Fashion,Bags,Echo,1706.31,3495.46,4.6
P00194,MintLeaf Sportswear M474,Sports & Fitness,Sportswear,MintLeaf,3155.91,3853.28,3.8
P00195,Vistara Laptops N927,Electronics,Laptops,Vistara,6195.96,11957.01,4.1
P00196,Echo Personal Care O260,Beauty,,Echo,423.60,638.17,3.9
P00197,Kairo Packaged Food P113,Grocery,Packaged Food,Kairo,687.43,1136.05,4.3
P00198,MintLeaf Skin Care Q677,Beauty,Skin Care,MintLeaf,727.97,1341.87,2.7
P00199,Zenix Yoga R776,Sports & Fitness,Yoga,Zenix,5148.98,10536.63,3.9
P00200,BlueArc Bedding S672,Home & Kitchen,Bedding,BlueArc,3884.82,4841.80,3.6
P00201,Cresta Storage T443,Home & Kitchen,Storage,Cresta,2316.17,2771.28,3.6
P00202,Solace Makeup U456,Beauty,Makeup,Solace,620.63,747.63,4.5
P00203,Zenova Men Clothing V344,Fashion,Men Clothing,,1663.87,2040.79,4.3
P00204,Nexa Fiction W509,Books,Fiction,Nexa,301.01,520.31,5.0
P00205,Vertex Men Clothing X555,Fashion,Men Clothing,Vertex,820.08,1226.64,4.4
P00206,Luma Cooling Y856,Appliances,Cooling,Luma,7388.92,14564.55,4.4
P00207,PrimeNest Accessories Z651,Electronics,Accessories,PrimeNest,13254.45,22040.54,3.7
P00208,Luma Headphones A602,Electronics,Headphones,Luma,6359.59,11472.51,5.0
P00209,Cresta Women Clothing B779,Fashion,Women Clothing,Cresta,977.36,1640.67,4.6
P00210,Altura Fragrance C720,Beauty,Fragrance,Altura,877.56,1729.12,3.4
P00211,UrbanPeak Women Clothing D378,Fashion,Women Clothing,UrbanPeak,870.87,1183.00,3.5
P00212,Cresta Men Clothing E560,Fashion,Men Clothing,Cresta,925.37,1267.75,3.5
P00213,BlueArc Accessories F241,Electronics,Accessories,BlueArc,5163.52,8536.33,3.0
P00214,Nova Laptops G277,Electronics,Laptops,Nova,4324.29,8346.67,3.6
P00215,Vertex Accessories H974,Electronics,Accessories,Vertex,8906.03,13384.77,3.9
P00216,Cresta Fitness Equipment I598,Sports & Fitness,Fitness Equipment,Cresta,2887.43,4931.67,4.6
P00217,PrimeNest Non-Fiction J181,Books,Non-Fiction,PrimeNest,376.39,686.49,3.9
P00218,Solace Women Clothing K303,Fashion,Women Clothing,Solace,1200.35,1857.70,3.7
P00219,Orbito Women Clothing L931,Fashion,Women Clothing,Orbito,2113.03,3485.45,3.2
P00220,Zenova Hair Care M913,Beauty,Hair Care,Zenova,782.69,1230.70,3.8
P00221,Echo Footwear N308,Fashion,Footwear,Echo,1231.68,1636.31,3.8
P00222,Kairo Fragrance O725,Beauty,Fragrance,Kairo,330.94,508.48,4.2
P00223,Cresta Home Decor P729,Home & Kitchen,Home Decor,Cresta,1953.69,3708.55,3.2
P00224,Mira Fiction Q609,Books,Fiction,Mira,269.67,431.80,4.5 
P00225,UrbanPeak Smart Watches R304,Electronics,Smart Watches,UrbanPeak,16075.17,23987.66,4.7
P00226,Echo Breakfast S241,Grocery,Breakfast,Echo,509.90,853.24,4.5
P00227,Solace Cookware T466,Home & Kitchen,Cookware,Solace,901.63,1438.17,4.3
P00228,Rivon Outdoor U546,Sports & Fitness,Outdoor,Rivon,1209.86,1754.50,4.6
P00229,Zenova Outdoor V724,Sports & Fitness,Outdoor,Zenova,1377.10,,4.0
P00230,MintLeaf Men Clothing W501,Fashion,Men Clothing,MintLeaf,877.61,1347.98,3.5
P00231,Altura Cleaning X17,Appliances,Cleaning,Altura,4990.22,8386.29,4.9
P00232,Zenix Outdoor Y800,Sports & Fitness,Outdoor,Zenix,1162.61,1448.33,5.0
P00233,Vistara Sportswear Z335,Sports & Fitness,Sportswear,Vistara,2047.66,3980.06,4.0
P00234,Kairo Fiction A977,Books,Fiction,Kairo,450.33,624.02,3.8
P00235,Cresta Footwear B346,Fashion,Footwear,Cresta,2129.09,3043.50,4.7
P00236,Solace Cookware C406,Home & Kitchen,Cookware,Solace,2233.72,3784.93,4.5
P00237,Kairo Nutrition Accessories D15,Sports & Fitness,Nutrition Accessories,Kairo,2292.92,4788.46,4.0
P00238,Zenix Breakfast E241,Grocery,Breakfast,Zenix,216.27,349.59,6.2
P00239,Kairo Children F722,,Children,Kairo,224.60,287.99,4.4
P00240,Cresta Makeup G90,Beauty,Makeup,Cresta,-250.00,1879.01,4.7
P00241,Zenova Yoga H400,Sports & Fitness,Yoga,Zenova,2232.67,4296.88,3.6
P00242,Mira Staples I843,Grocery,Staples,Mira,448.58,939.33,3.6
P00243,Rivon Smart Watches J461,Electronics,Smart Watches,Rivon,6600.92,11877.71,4.0
P00244,Nova Watches K11,Fashion,Watches,Nova,free,3586.38,4.1
P00245,Luma Men Clothing L479,Fashion,Men Clothing,Luma,797.32,993.23,4.5
P00246,Luma Staples M75,Grocery,Staples,Luma,299.66,368.52,4.3
P00247,Solace Bags N249,Fashion,Bags,Solace,1119.59,1737.73,3.6
P00248,Orbito Footwear O759,Fashion,Footwear,Orbito,2229.17,4122.40,3.5
P00249,Echo Watches P285,Fashion,Watches,Echo,858.95,1458.35,4.9
P00250,Zenova Fragrance Q173,Beauty,Fragrance,Zenova,966.09,1817.14,4.2
P00251,Cresta Beverages R246,Grocery,Beverages,Cresta,213.35,154.43,4.6
P00252,PrimeNest Smart Watches S803,Electronics,Smart Watches,PrimeNest,5025.06,"6,133.07",3.8
P00253,Mira Storage T230,Home & Kitchen,Storage,Mira,1363.49,1959.97,3.6
P00254,Zenova Fitness Equipment U454,Sports & Fitness,Fitness Equipment,Zenova,828.60,1160.55,3.8
P00255,Nexa Bedding V666,Home & Kitchen,Bedding,Nexa,1817.39,2250.37,3.8
P00256,Altura Fiction W291,Books,Fiction,Altura,1522.24,2349.12,3.6
P00257,aster home decor x726,Home & Kitchen,Home Decor,Aster,2124.51,3049.68,3.7
P00258,Echo Fiction Y329,Books,Fiction,Echo,1048.14,1716.10,4.4
P00259,Kairo Men Clothing Z672,Fashion,Men Clothing,Kairo,1249.65,2550.20,3.1
P00260,Vertex Small Appliances A171,Appliances,Small Appliances,Vertex,2792.92,5246.95,4.8
P00261,MintLeaf Outdoor B667,Sports & Fitness,Outdoor,MintLeaf,N/A,2039.19,4.3
P00262,Altura Children C787,Books,Children,Altura,483.43,751.32,4.0
P00263,Aster Storage D354,Home & Kitchen,Storage,Aster,1143.91,1976.41,3.6
P00264,Solace Staples E497,Grocery,Staples,Solace,296.54,384.04,3.6
P00265,Rivon Headphones F367,Electronics,Headphones,Rivon,3986.15,5893.28,4.6
P00266,Orbito Bedding G186,Home & Kitchen,Bedding,Orbito,1453.34,1961.21,3.5
P00267,Altura Cleaning H92,electronics,Cleaning,Altura,3025.26,6026.33,4.0
P00268,Rivon Accessories I580,Electronics,Accessories,Rivon,9333.20,13526.41,3.8
P00269,Kairo Cleaning J615,Appliances,,Kairo,2425.14,4361.52,4.5
P00270,Zenix Women Clothing K110,FASHION,Women Clothing,Zenix,1419.66,2123.67,4.1
P00271,Nova Headphones L805,Electronics,Headphones,Nova,4232.34,7735.63,4.1
P00272,Aster Non-Fiction M359,Books,Non-Fiction,Aster,315.93,-499.00,3.4
P00273,Orbito Headphones N44,Electronics,Headphones,Orbito,2197.16,4133.63,3.7
P00274,Altura Watches O225,Fashion,Watches,Altura,1237.49,2478.60,4.1
P00275,Zenix Fragrance P667,Beauty,Fragrance,Zenix,578.03,1004.30,3.8
P00276,Vertex Non-Fiction Q313,Books,Non-Fiction,Vertex,428.96,648.01,4.2
P00277,Cresta Packaged Food R971,Grocery,Packaged Food,Cresta,301.69,442.92,3.6
P00278,Kairo Snacks S486,Grocery,Snacks,Kairo,344.87,573.28,3.2
P00279,Orbito Laptops T294,Electronics,Laptops,Orbito,12460.89,22249.73,3.2
P00280,Nova Women Clothing U477,Fashion,Women Clothing,Nova,1104.88,1907.74,3.9
P00281,Rivon Hair Care V661,Beauty,Hair Care,Rivon,967.87,1677.30,4.6
P00282,Zenova Home Appliances W515,Appliances,Home Appliances,Zenova,0,6338.14,2.5
P00283,Solace Academic X631,Books,Academic,Solace,814.65,1318.99,3.3
P00284,Nexa Men Clothing Y77,Fashion,Men Clothing,Nexa,1855.30,3759.82,4.1
P00285,Nova Bedding Z949,Home & Kitchen,Bedding,Nova,1703.47,3145.68,4.0
P00286,Vertex Cleaning A673,Appliances,Cleaning,Vertex,3748.07,7670.40,3.5
P00287,Zenix Watches B87,Fashion,Watches,ZENIX,1620.83,3300.66,4.1
P00288,Echo Headphones C284,Electronics,Headphones,Echo,5484.67,8052.70,2.9
P00289,Orbito Bedding D655,Home & Kitchen,Bedding,Orbito,631.48,958.99,3.6
P00290,MintLeaf Skin Care E217,Beauty,Skin Care,MintLeaf,869.38,1348.16,4.5 
P00291,Altura Men Clothing F800,Fashion,Men Clothing,Altura,502.71,1014.62,4.4
P00292,Kairo Headphones G708,Electronics,Headphones,Kairo,4899.01,9058.34,4.0
P00293,Kairo Watches H182,Fashion,Watches,Kairo,1498.60,3004.71,3.0
P00294,Mira Accessories I464,Electronics,Accessories,Mira,8761.48,15068.46,4.6
P00295,Zenova Laptops J832,Electronics,Laptops,Zenova,12521.75,23563.12,3.0
P00296,UrbanPeak Beverages K948,Grocery,Beverages,UrbanPeak,135.45,248.72,4.4
P00297,MintLeaf Home Decor L789,Home & Kitchen,Home Decor,MintLeaf,2274.63,4538.46,3.5
P00298,Altura Storage M440 ,Home & Kitchen,Storage,Altura,1531.65,2659.88,6.2
P00299,Kairo Home Appliances N655,Appliances,Home Appliances,Kairo,5169.21,7094.55,4.9
P00300,Altura Headphones O161,Electronics,Headphones,Altura,21398.61,33604.84,3.3
P00301,BlueArc Smart Watches P965,Electronics,Smart Watches,BlueArc,8578.05,12521.95,3.9
P00302,Orbito Home Appliances Q817,Appliances,Home Appliances,Orbito,9441.51,14174.05,4.3
P00303,Zenova Staples R450,Electrnics,Staples,Zenova,363.43,469.96,3.1
P00304,Mira Bedding S480,Home & Kitchen,Bedding,UnknownBrand,4245.58,5890.21,3.6
